mask_no,layer,sparsity,sm,rm,sw,rw,t1m,t1w,perf,copeland_score,compatibility,overlap_coefs
1000,layer1.1.conv1,0.4931640625,0.24596883536891187,0.4291332434656834,3.730580427989616,24.72388117796609,95.94513,5.2243476,0.4574,0,0,0
1000,layer1.2.conv1,0.4934895833333333,0.2578995077309637,0.4437782376940354,3.7730866625105675,25.47828013120683,95.88211,5.0617437,0.4574,0,0,0
1000,layer1.2.conv2,0.4935438368055556,0.24092454116303041,0.425666735250581,3.8719776369713426,26.315751781647954,95.71012,4.9767284,0.4574,0,0,0
1000,layer1.1.conv2,0.4931911892361111,0.21431214933061715,0.39498935703574894,3.7308766407465535,24.822751692631577,95.65571,5.192819,0.4574,0,0,0
1000,layer2.0.conv2,0.2412651909722222,0.008308661894237821,0.15264813191046922,3.12599674281797,24.11513196168639,94.50344,4.2977743,0.4574,0,0,0
1000,layer2.0.downsample.0,0.5,0.4220160922210782,0.43445304291145936,2.751403837280627,11.303027206633631,45.80915,5.239299,0.4574,0,0,0
1000,layer2.1.conv1,0.2422417534722222,-0.004651545377349828,0.13926541582575427,3.1866532017269305,26.06938476207785,94.65008,3.934843,0.4574,0,0,0
1000,layer2.1.conv2,0.2413397894965278,0.01357307727056936,0.16130406613539472,3.296981351718832,27.22594531715955,94.10823,3.8326948,0.4574,0,0,0
1000,layer2.2.conv1,0.24161783854166666,-0.0009516557264991655,0.14509223536963586,3.308578409206416,28.2972144942719,94.1467,3.6466148,0.4574,0,0,0
1000,layer2.2.conv2,0.24049886067708334,-6.64905793974029e-05,0.14582199288115405,3.372846134806286,29.06126088428846,93.756676,3.5772185,0.4574,0,0,0
1000,layer2.3.conv1,0.2413397894965278,-0.000460487579356014,0.14577805491867482,3.4230684778724503,30.250066277080226,94.01838,3.4485855,0.4574,0,0,0
1000,layer2.0.conv1,0.3647596571180556,0.18705039744316931,0.26043718977191127,3.9296847374739987,26.270846722768805,100.8425,4.678414,0.4574,0,0,0
2000,layer4.0.conv1,0.08879937065972222,0.1097723192371525,-0.08377344076353622,5.225652484254808,40.02221791176157,161.7774,3.5240297,0.5008,0,0,0
2000,layer3.3.conv2,0.1191067165798611,-0.12504944728586503,-0.004202115761864356,2.913801606917875,63.67748052866247,94.12561,1.4417087,0.5008,0,0,0
2000,layer3.4.conv1,0.1195949978298611,-0.07657588971475174,0.05643249831639592,3.036473707449553,68.75444747132676,93.546486,1.4056033,0.5008,0,0,0
2000,layer3.4.conv2,0.119049072265625,-0.10075005162286255,0.02496597629231781,2.9607856230443206,66.3158536850244,93.805534,1.4174072,0.5008,0,0,0
2000,layer3.5.conv1,0.11916605631510417,-0.06895103498298823,0.06491853989237696,3.01643147156998,69.91981985468185,93.25194,1.3870871,0.5008,0,0,0
2000,layer3.5.conv2,0.11906602647569445,-0.1034605248736075,0.0211302503254868,2.937121688298958,66.73860808160146,93.95463,1.4073611,0.5008,0,0,0
2000,layer4.0.conv2,0.059343973795572914,-0.06870482161783201,-0.25831244967012035,4.684138222987942,36.051440584183275,190.50931,3.8288953,0.5008,0,0,0
2000,layer1.0.conv2,0.4934353298611111,0.24123696280321,0.4129855845804599,4.006230992299938,28.741070020034847,97.44486,4.541227,0.5008,0,0,0
2000,layer4.1.conv1,0.05929607815212674,-0.30774876058288814,-0.32029591637864735,2.7095690468996145,55.23692913001637,125.57502,1.522573,0.5008,0,0,0
2000,layer4.1.conv2,0.05942662556966146,-0.23384878237282952,-0.24973800195165047,3.163748612086498,60.07070768486654,126.51976,1.5595155,0.5008,0,0,0
2000,layer4.2.conv1,0.059337615966796875,-0.22088686520460343,-0.22028070799778138,2.985758112326091,65.22655706736604,120.998344,1.4353197,0.5008,0,0,0
2000,layer4.2.conv2,0.05905871921115451,-0.21097505451044676,-0.2201931946489876,3.16745908838215,62.7128507683294,123.45857,1.5117648,0.5008,0,0,0
2000,fc,0.5,0.26197294973156343,0.3352792545321251,2.9597483742165442,13.390530017936738,118.80656,10.986083,0.5008,0,0,0
2000,layer1.0.conv1,0.4938693576388889,0.26691234284987575,0.4331285946061592,3.7972422609937975,27.039632148784374,98.75836,4.6615906,0.5008,0,0,0
2000,layer3.3.conv1,0.11931355794270833,-0.06918132474396713,0.06433112379565431,3.15190684877121,68.71163271306148,93.423645,1.4286385,0.5008,0,0,0
2000,layer4.0.downsample.0,0.5,0.4445793059941571,0.4442341673959683,5.459341624539301,32.82768876639456,186.56783,7.762807,0.5008,0,0,0
2000,layer3.2.conv2,0.11974080403645833,-0.1441254343668814,-0.027284801058796864,2.910496824389494,60.221515776376116,94.8912,1.4948024,0.5008,0,0,0
2000,layer2.3.conv1,0.2413397894965278,0.014044938706072114,0.15116446788210622,3.869768514557721,41.50943763189303,95.84392,2.604042,0.5008,0,0,0
